Country,Indicator,Education level,Statistical unit,Gender,Age,Mobility,Year,Value
Austria,Entry rate,Short-cycle tertiary education,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 25 years,Non-mobile,2019,26.451
Austria,Entry rate,Short-cycle tertiary education,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 25 years,Non-mobile,2020,26.32
Austria,Entry rate,Short-cycle tertiary education,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Non-mobile,2010,28.079
Austria,Entry rate,Short-cycle tertiary education,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Non-mobile,2011,28.272
Austria,Entry rate,Short-cycle tertiary education,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Non-mobile,2012,28.891
Austria,Entry rate,Short-cycle tertiary education,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Non-mobile,2013,29.336
Austria,Entry rate,Short-cycle tertiary education,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Non-mobile,2014,29.484
Austria,Entry rate,Short-cycle tertiary education,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Non-mobile,2015,29.656
Austria,Entry rate,Short-cycle tertiary education,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Non-mobile,2016,29.408
Austria,Entry rate,Short-cycle tertiary education,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Non-mobile,2017,29.142
Austria,Entry rate,Short-cycle tertiary education,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Non-mobile,2018,29.494
Austria,Entry rate,Short-cycle tertiary education,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Non-mobile,2019,29.306
Austria,Entry rate,Short-cycle tertiary education,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Non-mobile,2020,29.206
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Total,2005,10.381
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Total,2010,39.329
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Total,2011,37.765
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Total,2012,36.518
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Total,2013,40.072
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Total,2014,36.955
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Total,2015,41.343
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Total,2016,44.038
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Total,2017,42.383
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Total,2018,43.234
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Total,2019,44.768
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Total,2020,45.013
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 25 years,Total,2005,10.38
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 25 years,Total,2010,28.797
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 25 years,Total,2011,27.712
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 25 years,Total,2012,28.785
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 25 years,Total,2013,29.943
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 25 years,Total,2014,27.908
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 25 years,Total,2015,29.988
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 25 years,Total,2016,31.258
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 25 years,Total,2017,30.568
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 25 years,Total,2018,30.146
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 25 years,Total,2019,30.2
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Male,Less than 25 years,Total,2020,30.621
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Total,2005,10.365
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Total,2010,33.94
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Total,2011,32.586
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Total,2012,32.514
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Total,2013,34.856
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Total,2014,32.307
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Total,2015,35.502
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Total,2016,37.402
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Total,2017,36.179
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Total,2018,36.37
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Total,2019,37.204
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Total,Less than 25 years,Total,2020,37.582
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Non-mobile,2005,8.606
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Non-mobile,2010,32.227
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Non-mobile,2011,30.459
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Non-mobile,2012,28.845
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Non-mobile,2013,30.176
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Non-mobile,2014,29.584
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Non-mobile,2015,33.785
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Non-mobile,2016,35.829
Austria,Entry rate,Bachelor’s or equivalent level,New entrants to the ISCED level. New entrants to a given level of education.,Female,Less than 25 years,Non-mobile,2017,33.901
