Marital_status,App_order,Course,Attendance,Prev_education,Nationality,Mother_education,Father_education,Ed_special,Debtor,Tuition_due,Gender,Scholarship,Age_enrolled,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (grade),Target
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,7,12.855555555555554,0,8,12.761111111111113,Graduate
Single,2,Nursing,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,18,no,0,7,14.91875,0,8,15.355,Graduate
Single,5,Basic Education,Daytime,high school,Portuguese,Completed Middle School,Completed Middle School,no educational special needs,no,Yes,Female,No,21,no,0,6,11.5,0,6,11.0,Dropout
Single,2,Advertising and Marketing Management,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,No,19,no,0,5,14.2,0,5,14.2,Graduate
Single,1,Journalism and Communication,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,19,no,0,6,12.5,0,6,13.0,Graduate
Widower,1,Agronomy,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,yes,Yes,Female,No,47,no,0,1,0.0,0,6,0.0,Enrolled
Single,3,Social Service,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,19,no,0,6,11.666666666666666,0,6,11.0,Graduate
Single,1,Nursing,Daytime,degree,Portuguese,Degree,Degree,no educational special needs,no,Yes,Female,No,29,no,1,8,14.257142857142856,1,8,14.257142857142856,Graduate
Single,1,Social Service,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,21,no,0,6,12.0,0,6,11.333333333333334,Dropout
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,28,no,0,5,11.25,0,5,10.5,Enrolled
Single,2,Oral Hygiene,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,20,no,0,7,12.457142857142856,0,8,13.5625,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,Degree,Some Schooling,no educational special needs,no,Yes,Female,No,19,no,0,7,11.683333333333332,0,7,11.683333333333332,Graduate
Single,1,Social Service,Evening,high school,Portuguese,Other Professional Course,Degree,no educational special needs,no,Yes,Female,No,26,no,0,6,11.666666666666666,0,6,12.0,Graduate
Single,2,Tourism,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,No,Female,No,20,no,0,6,11.75,0,6,13.166666666666666,Dropout
Single,1,Advertising and Marketing Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,5,11.666666666666666,0,5,13.5,Enrolled
Single,1,Basic Education,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,27,no,0,6,13.2,0,6,12.0,Graduate
Single,2,Nursing,Daytime,high school,Portuguese,Completed Middle School,Unknown,no educational special needs,no,Yes,Female,No,20,no,0,7,11.95,0,7,11.95,Dropout
Single,5,Basic Education,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,18,no,0,6,12.4,0,6,10.4,Dropout
Single,1,Nursing,Daytime,degree,Portuguese,High School,High School,no educational special needs,no,Yes,Female,No,33,no,2,7,14.35,3,8,14.583333333333334,Dropout
Single,1,Basic Education,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Female,No,35,no,19,21,12.61904761904762,13,19,12.789473684210526,Graduate
Single,1,Management(evening attendance),Evening,other professional course,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,Yes,26,no,2,6,12.666666666666666,2,6,13.166666666666666,Enrolled
Single,1,Journalism and Communication,Daytime,did not complete high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,yes,No,Female,No,27,no,0,6,12.0,0,6,0.0,Dropout
Single,3,Communication Design,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,No,Female,No,19,no,0,6,12.166666666666666,0,6,0.0,Dropout
Single,2,Tourism,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,No,20,no,0,6,0.0,0,6,0.0,Dropout
Single,2,Management,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,yes,No,Female,No,20,no,0,5,10.0,0,5,10.571428571428571,Dropout
Single,1,Social Service,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,yes,No,Female,No,21,no,5,10,11.5,0,6,10.0,Enrolled
Single,3,Nursing,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,Yes,18,no,0,7,13.05,0,7,13.05,Graduate
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,No,24,no,0,6,11.0,0,6,0.0,Dropout
Single,4,Communication Design,Daytime,high school,Portuguese,High School,Degree,no educational special needs,no,Yes,Female,No,20,no,0,6,11.5,0,6,12.0,Graduate
Single,1,Tourism,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,21,no,0,6,12.0,0,6,12.5,Graduate
Single,1,Social Service,Evening,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,No,23,no,0,6,10.0,0,5,10.0,Enrolled
Single,1,Management,Daytime,high school,Portuguese,Completed Middle School,Degree,no educational special needs,no,Yes,Female,No,24,no,0,5,0.0,0,5,0.0,Dropout
Single,1,Basic Education,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,No,21,no,0,6,0.0,0,6,0.0,Dropout
Single,4,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,8,12.242857142857144,0,8,12.242857142857144,Graduate
Single,1,Management(evening attendance),Evening,degree,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,No,27,no,0,5,0.0,0,5,0.0,Dropout
Single,6,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,8,12.93375,0,8,12.93375,Graduate
Single,1,Informatics Engineering,Daytime,degree,Portuguese,Degree,Degree,no educational special needs,no,Yes,Female,No,35,no,0,5,0.0,0,5,0.0,Dropout
Single,1,Basic Education,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,18,no,0,7,12.571428571428571,0,7,14.428571428571429,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,High School,Degree,no educational special needs,no,Yes,Female,No,35,no,0,3,11.816666666666668,0,3,11.333333333333334,Enrolled
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,No,19,no,0,5,13.75,0,5,14.333333333333334,Graduate
Single,4,Social Service,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,20,no,0,6,11.166666666666666,0,6,11.333333333333334,Graduate
Single,4,Nursing,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,18,no,0,8,12.324285714285711,0,8,12.324285714285711,Graduate
Single,1,Social Service,Daytime,other professional course,Portuguese,Other Professional Course,Some Schooling,no educational special needs,yes,Yes,Female,No,21,no,3,6,12.166666666666666,2,6,11.714285714285714,Graduate
Single,2,Social Service,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,6,11.142857142857142,0,6,11.25,Graduate
Single,1,Social Service,Daytime,high school,Portuguese,Completed Middle School,Unknown,no educational special needs,no,Yes,Female,No,18,no,0,6,11.0,0,6,10.75,Graduate
Single,2,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,8,12.914285714285713,0,8,12.914285714285713,Graduate
Single,4,Journalism and Communication,Daytime,high school,Portuguese,Degree,Completed Middle School,no educational special needs,no,Yes,Female,Yes,18,no,0,6,13.833333333333334,0,6,14.166666666666666,Graduate
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,No,19,no,0,6,13.857142857142858,0,6,13.4,Graduate
Single,1,Tourism,Daytime,did not complete high school,Portuguese,Degree,Completed Middle School,no educational special needs,no,Yes,Female,Yes,36,no,0,6,13.714285714285714,0,6,12.8,Dropout
Single,2,Nursing,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,Yes,18,no,0,8,12.642857142857142,0,8,12.642857142857142,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,7,12.916666666666666,0,7,12.916666666666666,Graduate
Single,1,Equiniculture,Daytime,high school,Portuguese,High School,Degree,no educational special needs,no,Yes,Female,Yes,20,no,0,6,15.625,0,6,15.857142857142858,Graduate
Single,1,Management(evening attendance),Evening,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,26,no,0,5,0.0,0,5,0.0,Dropout
Single,1,Journalism and Communication,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,No,21,no,0,6,11.714285714285714,0,6,12.0,Graduate
Single,1,Oral Hygiene,Daytime,degree,Portuguese,High School,High School,no educational special needs,no,Yes,Female,No,25,no,0,7,12.125,0,8,13.3125,Enrolled
Single,1,Management,Daytime,high school,Portuguese,Other Professional Course,Degree,no educational special needs,no,Yes,Female,Yes,19,no,0,5,11.6,0,5,11.6,Graduate
Single,1,Social Service,Evening,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,24,no,0,6,10.0,0,6,0.0,Dropout
Single,1,Social Service,Evening,high school,Portuguese,High School,Completed Middle School,no educational special needs,no,Yes,Female,Yes,27,no,0,6,10.0,0,6,0.0,Dropout
Single,1,Veterinary Nursing,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,21,no,0,5,0.0,0,5,13.5,Dropout
Single,1,Management,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,18,no,0,5,13.0,0,5,12.333333333333334,Graduate
Married,4,Basic Education,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,educational special needs,no,Yes,Female,Yes,19,no,0,6,13.333333333333334,0,6,14.5,Graduate
Single,3,Tourism,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,No,18,no,0,6,11.25,0,6,12.5,Dropout
Single,1,Nursing,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,Yes,19,no,0,7,13.85,0,8,12.19285714285714,Graduate
Single,1,Nursing,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,Yes,19,no,0,7,13.741666666666667,0,8,14.9125,Graduate
Married,1,Management(evening attendance),Evening,master,Portuguese,No Schooling,Doctorate,no educational special needs,no,Yes,Female,No,33,no,2,6,15.333333333333334,0,5,15.8,Graduate
Married,1,Management,Daytime,degree,Portuguese,High School,Master,no educational special needs,no,Yes,Female,No,45,no,0,5,11.0,0,5,13.8,Graduate
Single,1,Social Service,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,Yes,20,no,0,6,12.0,0,6,12.857142857142858,Graduate
Single,2,Advertising and Marketing Management,Daytime,high school,Portuguese,Completed Middle School,Unknown,no educational special needs,no,Yes,Female,No,28,no,0,5,0.0,0,5,0.0,Dropout
Single,1,Nursing,Daytime,high school,Portuguese,High School,High School,no educational special needs,no,Yes,Female,Yes,19,no,0,8,11.571428571428571,0,8,11.571428571428571,Graduate
Single,2,Tourism,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,No,18,no,0,6,12.857142857142858,0,6,12.666666666666666,Graduate
Single,1,Tourism,Daytime,degree,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,No,38,no,0,6,0.0,0,6,0.0,Dropout
Single,2,Advertising and Marketing Management,Daytime,high school,Portuguese,High School,Degree,no educational special needs,no,Yes,Female,No,19,no,0,5,13.0,0,5,13.2,Graduate
Single,1,Tourism,Daytime,high school,Portuguese,High School,Some Schooling,no educational special needs,no,Yes,Female,Yes,21,no,0,6,11.0,0,6,12.0,Graduate
Single,1,Management,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,Yes,Female,No,21,no,0,5,12.0,0,5,15.0,Dropout
Single,1,Social Service,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,Yes,22,no,0,6,12.6,0,6,13.0,Graduate
Single,1,Basic Education,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,Yes,18,no,0,6,13.4,0,6,13.166666666666666,Graduate
Single,2,Social Service,Daytime,high school,Portuguese,Other Professional Course,Some Schooling,educational special needs,no,Yes,Female,Yes,18,no,0,6,11.333333333333334,0,6,11.571428571428571,Graduate
Single,1,Equiniculture,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,No,Female,No,25,no,0,5,13.5,0,5,14.25,Dropout
Single,1,Veterinary Nursing,Daytime,did not complete high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,yes,No,Female,No,24,no,2,6,11.75,1,6,10.333333333333334,Dropout
Single,3,Nursing,Daytime,high school,Portuguese,Degree,High School,no educational special needs,no,Yes,Female,No,19,no,0,7,12.471428571428572,0,7,11.4625,Enrolled
Single,1,Animation and Multimedia Design,Daytime,high school,Portuguese,Degree,Degree,no educational special needs,no,Yes,Female,No,24,no,11,17,12.909090909090908,9,13,13.555555555555555,Enrolled
Single,2,Management,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,Yes,20,no,0,5,11.6,0,5,13.6,Graduate
Single,1,Management,Daytime,high school,Portuguese,Other Professional Course,High School,no educational special needs,no,No,Female,No,25,no,0,5,0.0,0,5,0.0,Dropout
Single,1,Management,Daytime,high school,Portuguese,Other Professional Course,Completed Middle School,no educational special needs,no,Yes,Female,Yes,20,no,5,10,12.9,4,10,12.363636363636363,Graduate
Single,1,Nursing,Daytime,degree,Portuguese,Other Professional Course,Some Schooling,no educational special needs,no,Yes,Female,No,23,no,0,8,13.22,0,8,13.22,Graduate
